CustomerID,Recency,Frequency,Monetary,Cluster,Segment
14075,5,3,942.26,2,Regular Customers
14076,129,1,118.67,1,At-Risk Customers
14077,41,5,499.41999999999996,2,Regular Customers
14078,102,6,1049.37,2,Regular Customers
14079,125,1,375.1,1,At-Risk Customers
14080,33,1,45.599999999999994,1,At-Risk Customers
14081,302,2,921.62,1,At-Risk Customers
14082,365,1,182.25,1,At-Risk Customers
14083,4,9,1002.9,0,High-Value Customers
14085,2,18,4421.29,0,High-Value Customers
14087,3,1,191.47,2,Regular Customers
14088,10,13,50491.81,0,High-Value Customers
14089,57,1,158.75,1,At-Risk Customers
14090,325,1,76.32000000000001,1,At-Risk Customers
14092,8,14,4076.91,0,High-Value Customers
14093,12,1,433.86,2,Regular Customers
14096,4,17,65164.79,0,High-Value Customers
14098,37,1,147.35,1,At-Risk Customers
14099,16,11,3104.17,0,High-Value Customers
14100,138,1,191.95000000000002,1,At-Risk Customers
14101,74,6,5976.79,0,High-Value Customers
14102,5,5,1105.8799999999999,2,Regular Customers
14104,155,2,216.20999999999998,1,At-Risk Customers
14105,239,1,1266.23,1,At-Risk Customers
14107,52,7,2703.23,2,Regular Customers
14108,31,2,597.91,2,Regular Customers
14109,73,1,144.2,1,At-Risk Customers
14110,4,12,5683.15,0,High-Value Customers
14111,14,4,692.85,2,Regular Customers
14112,23,7,2915.15,0,High-Value Customers
14113,4,4,1840.42,2,Regular Customers
14114,274,2,386.53,1,At-Risk Customers
14116,20,5,1382.74,2,Regular Customers
14117,144,1,90.0,1,At-Risk Customers
14121,4,4,2780.15,0,High-Value Customers
14124,84,1,419.58000000000004,1,At-Risk Customers
14125,11,3,2720.63,2,Regular Customers
14126,8,3,706.1300000000001,2,Regular Customers
14127,123,3,709.71,2,Regular Customers
14128,61,2,637.5,2,Regular Customers
14129,2,5,1123.8600000000001,0,High-Value Customers
14130,319,1,480.91,1,At-Risk Customers
14132,2,11,3586.0299999999997,0,High-Value Customers
14133,130,3,605.64,1,At-Risk Customers
14135,2,15,4690.31,0,High-Value Customers
14138,2,2,965.8800000000001,2,Regular Customers
14139,46,1,415.82,1,At-Risk Customers
14140,4,2,935.05,2,Regular Customers
14141,3,4,915.13,2,Regular Customers
14142,373,1,311.81,1,At-Risk Customers
14143,134,1,115.8,1,At-Risk Customers
14145,47,4,3742.2,2,Regular Customers
14146,9,5,4191.0,0,High-Value Customers
14147,78,2,483.4,1,At-Risk Customers
14148,234,1,157.2,1,At-Risk Customers
14149,221,1,446.62,1,At-Risk Customers
14150,36,2,658.64,2,Regular Customers
14152,75,2,621.29,1,At-Risk Customers
14154,239,2,1345.62,1,At-Risk Customers
14155,266,1,118.75,1,At-Risk Customers
14156,10,55,117210.08,0,High-Value Customers
14157,20,2,424.89000000000004,2,Regular Customers
14158,40,1,507.66,1,At-Risk Customers
14159,20,11,4630.35,0,High-Value Customers
14161,216,3,1097.6200000000001,1,At-Risk Customers
14162,174,2,289.36,1,At-Risk Customers
14163,87,4,2445.91,2,Regular Customers
14164,71,2,1631.77,2,Regular Customers
14165,276,1,120.44,1,At-Risk Customers
14167,39,4,562.59,2,Regular Customers
14171,98,1,363.79,1,At-Risk Customers
14173,11,4,450.84,2,Regular Customers
14174,33,1,134.46,1,At-Risk Customers
14175,60,3,3222.3,2,Regular Customers
14176,297,4,576.9000000000001,1,At-Risk Customers
14177,86,4,549.46,2,Regular Customers
14178,9,7,1600.26,0,High-Value Customers
14179,41,2,701.57,2,Regular Customers
14180,11,25,4748.52,0,High-Value Customers
14184,67,1,452.89,1,At-Risk Customers
14185,331,1,197.65,1,At-Risk Customers
14188,31,6,2054.36,2,Regular Customers
14189,2,15,4654.08,0,High-Value Customers
14191,2,13,4684.76,0,High-Value Customers
14193,68,2,853.39,2,Regular Customers
14194,5,21,11349.52,0,High-Value Customers
14195,202,2,1012.0,1,At-Risk Customers
14196,107,1,335.52,1,At-Risk Customers
14198,18,4,701.4,2,Regular Customers
14199,218,1,185.39999999999998,1,At-Risk Customers
14201,60,7,747.44,2,Regular Customers
14204,2,1,150.61,2,Regular Customers
14205,17,2,466.7,2,Regular Customers
14206,239,1,328.15999999999997,1,At-Risk Customers
14208,95,1,151.74,1,At-Risk Customers
14209,11,6,2073.43,0,High-Value Customers
14210,106,6,1905.8400000000001,2,Regular Customers
14211,53,9,2241.1,0,High-Value Customers
14212,90,1,1070.48,1,At-Risk Customers
14214,31,5,1004.38,2,Regular Customers
14215,12,6,1789.72,0,High-Value Customers
14216,3,4,1839.3,0,High-Value Customers
14217,2,17,2004.98,0,High-Value Customers
14218,43,1,169.48000000000002,1,At-Risk Customers
14219,4,1,89.94,2,Regular Customers
14220,247,2,632.4,1,At-Risk Customers
14221,42,9,3432.8,0,High-Value Customers
14222,177,1,683.17,1,At-Risk Customers
14223,92,3,991.13,2,Regular Customers
14224,110,4,1009.73,2,Regular Customers
14226,29,5,2214.79,2,Regular Customers
14227,26,10,3350.96,0,High-Value Customers
14229,52,3,1547.2,2,Regular Customers
14231,184,3,925.71,1,At-Risk Customers
14232,43,5,2048.07,2,Regular Customers
14233,49,4,1462.72,2,Regular Customers
14234,22,4,754.12,2,Regular Customers
14235,75,5,3144.86,2,Regular Customers
14236,81,2,490.86,1,At-Risk Customers
14237,373,1,161.0,1,At-Risk Customers
14238,326,1,146.85,1,At-Risk Customers
14239,43,11,2380.85,0,High-Value Customers
14240,30,2,890.34,2,Regular Customers
14241,184,1,213.70000000000002,1,At-Risk Customers
14242,235,2,280.55,1,At-Risk Customers
14243,9,10,2588.77,0,High-Value Customers
14245,220,2,1693.45,1,At-Risk Customers
14246,111,3,1474.06,2,Regular Customers
14247,278,1,136.76999999999998,1,At-Risk Customers
14248,318,1,302.58,1,At-Risk Customers
14250,7,3,1904.05,2,Regular Customers
14251,2,5,2879.7000000000003,0,High-Value Customers
14256,260,2,969.0600000000001,1,At-Risk Customers
14257,64,5,3099.7200000000003,2,Regular Customers
14258,9,9,12669.98,0,High-Value Customers
14259,142,1,120.0,1,At-Risk Customers
14261,51,2,1163.45,2,Regular Customers
14262,8,8,2618.23,0,High-Value Customers
14264,155,2,333.97,1,At-Risk Customers
14265,109,2,530.18,1,At-Risk Customers
14267,163,3,1516.24,2,Regular Customers
14270,332,1,492.65000000000003,1,At-Risk Customers
14271,226,1,112.32,1,At-Risk Customers
14272,74,2,437.96,1,At-Risk Customers
14273,51,4,559.97,2,Regular Customers
14276,99,3,1119.74,2,Regular Customers
14277,15,3,4188.0,2,Regular Customers
14280,197,1,134.04,1,At-Risk Customers
14282,3,15,3701.44,0,High-Value Customers
14284,31,2,595.25,2,Regular Customers
14285,21,4,1910.01,2,Regular Customers
14286,24,3,4628.75,2,Regular Customers
14287,8,3,176.63,2,Regular Customers
14288,213,1,426.6,1,At-Risk Customers
14289,9,6,911.26,2,Regular Customers
14290,11,5,2314.65,0,High-Value Customers
14291,2,11,3883.25,0,High-Value Customers
14292,8,9,4871.93,0,High-Value Customers
14293,3,4,1046.56,2,Regular Customers
14295,40,1,166.20000000000002,1,At-Risk Customers
14297,18,4,1305.33,2,Regular Customers
14298,8,44,51527.3,0,High-Value Customers
14299,8,9,3965.62,0,High-Value Customers
14300,19,1,43.2,1,At-Risk Customers
14301,117,1,640.14,1,At-Risk Customers
14304,223,1,383.45,1,At-Risk Customers
14305,71,3,1858.96,2,Regular Customers
14306,51,2,2093.32,2,Regular Customers
14307,89,6,2995.72,2,Regular Customers
14309,8,9,2352.53,0,High-Value Customers
14311,243,1,310.26,1,At-Risk Customers
14312,47,6,1611.59,2,Regular Customers
14314,107,1,120.0,1,At-Risk Customers
14315,45,6,2481.13,2,Regular Customers
14317,65,1,508.58000000000004,1,At-Risk Customers
14320,207,2,477.79,1,At-Risk Customers
14321,11,5,1530.75,2,Regular Customers
14323,115,2,605.0600000000001,1,At-Risk Customers
14326,242,1,183.85,1,At-Risk Customers
14327,163,1,311.65,1,At-Risk Customers
14329,17,7,4975.24,0,High-Value Customers
14331,124,2,462.65999999999997,1,At-Risk Customers
14332,23,3,840.21,2,Regular Customers
14333,68,1,415.2,1,At-Risk Customers
14334,17,8,2552.21,0,High-Value Customers
14335,16,2,454.86,2,Regular Customers
14336,17,4,1614.91,2,Regular Customers
14338,161,2,588.22,1,At-Risk Customers
14339,243,1,309.52,1,At-Risk Customers
14340,219,1,134.7,1,At-Risk Customers
14341,45,8,2166.98,0,High-Value Customers
14342,21,4,668.5600000000001,2,Regular Customers
14344,127,8,889.9300000000001,2,Regular Customers
14345,39,1,108.97999999999999,1,At-Risk Customers
14346,121,2,1021.58,1,At-Risk Customers
14348,260,1,409.57,1,At-Risk Customers
14349,10,1,133.5,1,At-Risk Customers
14350,274,1,282.93,1,At-Risk Customers
14351,165,1,51.0,1,At-Risk Customers
14352,157,4,1078.96,2,Regular Customers
14353,215,1,90.6,1,At-Risk Customers
14354,6,2,163.62,2,Regular Customers
14355,366,1,174.4,1,At-Risk Customers
14356,80,2,701.23,2,Regular Customers
14357,43,1,225.12,1,At-Risk Customers
14359,19,3,912.18,2,Regular Customers
14360,32,4,2118.03,2,Regular Customers
14362,22,1,151.5,1,At-Risk Customers
14364,109,8,3717.35,0,High-Value Customers
14367,8,16,9227.82,0,High-Value Customers
14368,320,1,155.0,1,At-Risk Customers
14371,295,1,100.5,1,At-Risk Customers
14373,358,1,76.55,1,At-Risk Customers
14375,185,1,235.56,1,At-Risk Customers
14377,191,2,617.05,1,At-Risk Customers
14379,44,2,348.1,1,At-Risk Customers
14381,52,1,202.68,1,At-Risk Customers
14382,26,1,615.49,2,Regular Customers
14383,38,3,1247.69,2,Regular Customers
14385,9,3,202.11,2,Regular Customers
14386,297,1,142.4,1,At-Risk Customers
14387,33,3,1727.6,2,Regular Customers
14388,10,8,3212.84,0,High-Value Customers
14389,65,2,1043.46,2,Regular Customers
14390,10,9,4642.57,0,High-Value Customers
14393,218,1,67.95,1,At-Risk Customers
14395,2,9,3479.91,0,High-Value Customers
14396,65,2,487.99,1,At-Risk Customers
14397,3,19,2612.96,0,High-Value Customers
14400,149,1,574.7,1,At-Risk Customers
14401,4,13,4051.48,0,High-Value Customers
14403,130,4,1475.81,2,Regular Customers
14404,34,6,1449.32,2,Regular Customers
14406,119,1,156.75,1,At-Risk Customers
14407,107,6,2157.73,2,Regular Customers
14408,11,7,2599.03,0,High-Value Customers
14409,71,6,2059.4500000000003,2,Regular Customers
14410,92,9,1100.27,2,Regular Customers
14411,311,1,1063.0,1,At-Risk Customers
14412,43,2,770.03,2,Regular Customers
14413,362,1,121.05,1,At-Risk Customers
14414,92,7,1496.98,2,Regular Customers
14415,1,13,5855.57,0,High-Value Customers
14416,22,2,490.22,2,Regular Customers
14418,4,3,1937.25,2,Regular Customers
14419,11,6,1051.79,2,Regular Customers
14420,99,1,387.52,1,At-Risk Customers
14421,57,2,813.11,2,Regular Customers
14422,1,6,4263.64,0,High-Value Customers
14423,218,1,265.2,1,At-Risk Customers
14424,18,1,322.08,2,Regular Customers
14426,24,10,4481.67,0,High-Value Customers
14427,50,2,363.34000000000003,1,At-Risk Customers
14428,7,5,1224.06,2,Regular Customers
14431,303,1,470.36,1,At-Risk Customers
14432,10,6,2248.5,0,High-Value Customers
14434,22,6,1372.8,2,Regular Customers
14436,99,1,89.06,1,At-Risk Customers
14437,366,1,63.0,1,At-Risk Customers
14438,306,1,131.9,1,At-Risk Customers
14439,320,1,2661.24,1,At-Risk Customers
14440,8,5,2357.6800000000003,0,High-Value Customers
14441,1,4,1712.89,0,High-Value Customers
14442,205,2,1589.82,1,At-Risk Customers
14443,54,4,1420.2,2,Regular Customers
14446,1,4,1010.35,2,Regular Customers
14447,19,5,1163.23,2,Regular Customers
14448,9,2,375.35,2,Regular Customers
14449,19,4,885.8,2,Regular Customers
14450,181,3,483.25,1,At-Risk Customers
14451,60,2,643.9,2,Regular Customers
14452,11,2,259.05,2,Regular Customers
14453,190,1,119.93,1,At-Risk Customers
14456,5,9,3017.28,0,High-Value Customers
14457,311,1,113.64,1,At-Risk Customers
14459,155,1,1837.92,1,At-Risk Customers
14460,110,3,434.34,1,At-Risk Customers
14461,148,3,2103.06,2,Regular Customers
14462,66,11,1980.57,0,High-Value Customers
14463,98,3,529.62,1,At-Risk Customers
14465,247,3,1038.44,1,At-Risk Customers
14466,29,7,2272.4,0,High-Value Customers
14467,18,4,596.26,2,Regular Customers
14470,12,2,461.19,2,Regular Customers
14472,104,8,1852.67,2,Regular Customers
14473,74,2,234.34000000000003,1,At-Risk Customers
14474,46,1,547.66,1,At-Risk Customers
14475,72,3,925.85,2,Regular Customers
14476,257,1,193.0,1,At-Risk Customers
14477,20,4,1309.6,2,Regular Customers
14479,254,2,316.25,1,At-Risk Customers
14480,11,1,279.05,2,Regular Customers
14481,165,2,636.51,1,At-Risk Customers
14482,18,6,2022.81,2,Regular Customers
14483,282,1,137.1,1,At-Risk Customers
14484,50,1,321.92,1,At-Risk Customers
14485,39,1,162.8,1,At-Risk Customers
14487,27,6,1165.48,2,Regular Customers
14488,68,1,1064.28,1,At-Risk Customers
14489,207,1,463.38,1,At-Risk Customers
14491,175,2,340.93,1,At-Risk Customers
14493,7,5,2383.2400000000002,0,High-Value Customers
14494,26,1,139.56,1,At-Risk Customers
14495,51,2,123.8,1,At-Risk Customers
14496,312,2,538.8100000000001,1,At-Risk Customers
14497,309,1,475.37,1,At-Risk Customers
14498,43,5,1957.32,2,Regular Customers
14499,26,3,808.44,2,Regular Customers
14500,88,3,356.85,1,At-Risk Customers
14501,184,2,251.21,1,At-Risk Customers
14502,20,11,2429.83,0,High-Value Customers
14503,3,6,3543.26,0,High-Value Customers
14504,47,4,673.26,2,Regular Customers
14505,17,8,5859.43,0,High-Value Customers
14506,17,5,1960.65,2,Regular Customers
14507,24,6,1367.88,2,Regular Customers
14508,22,2,268.05,2,Regular Customers
14511,11,5,1314.81,2,Regular Customers
14512,188,2,275.28,1,At-Risk Customers
14513,101,3,455.59000000000003,1,At-Risk Customers
14514,61,3,990.2,2,Regular Customers
14515,18,6,2076.89,2,Regular Customers
14517,33,2,330.45,2,Regular Customers
14518,64,1,174.37,1,At-Risk Customers
14520,2,2,270.6,2,Regular Customers
14522,24,4,974.54,2,Regular Customers
14523,108,1,241.09,1,At-Risk Customers
14524,32,9,1843.83,0,High-Value Customers
14525,20,9,4215.9,0,High-Value Customers
14527,3,55,8507.13,0,High-Value Customers
14528,37,1,364.21999999999997,1,At-Risk Customers
14529,60,3,578.61,2,Regular Customers
14530,26,6,2862.11,0,High-Value Customers
14532,236,4,932.85,1,At-Risk Customers
14533,25,7,1949.72,0,High-Value Customers
14534,3,18,4397.3,0,High-Value Customers
14535,60,3,2854.84,2,Regular Customers
14536,260,1,170.95,1,At-Risk Customers
14537,58,1,355.56,1,At-Risk Customers
14538,65,2,388.25,1,At-Risk Customers
14539,16,2,537.48,2,Regular Customers
14540,10,3,952.66,2,Regular Customers
14541,59,8,1453.35,2,Regular Customers
14542,186,1,103.25,1,At-Risk Customers
14543,29,16,3599.73,0,High-Value Customers
14544,24,2,2004.3,2,Regular Customers
14546,5,5,2573.93,0,High-Value Customers
14547,4,8,3974.75,0,High-Value Customers
14548,151,2,652.8,1,At-Risk Customers
14549,311,1,289.24,1,At-Risk Customers
14550,11,2,757.37,2,Regular Customers
14551,18,2,186.23,2,Regular Customers
14552,152,1,164.22,1,At-Risk Customers
14553,19,5,859.27,2,Regular Customers
14554,10,4,2279.4900000000002,2,Regular Customers
14555,57,2,312.54,1,At-Risk Customers
14557,85,1,788.38,1,At-Risk Customers
14560,7,22,2237.77,0,High-Value Customers
14561,76,3,1080.76,2,Regular Customers
14562,4,18,5006.77,0,High-Value Customers
14565,96,4,3099.12,2,Regular Customers
14566,111,1,1432.0,1,At-Risk Customers
14567,57,2,1530.3600000000001,2,Regular Customers
14569,1,1,227.39,2,Regular Customers
14570,281,2,218.06,1,At-Risk Customers
14572,3,7,2804.54,0,High-Value Customers
14573,180,9,1639.82,2,Regular Customers
14576,372,1,35.400000000000006,1,At-Risk Customers
14577,13,4,859.71,2,Regular Customers
14578,3,1,168.63,2,Regular Customers
14581,17,1,138.6,1,At-Risk Customers
14582,41,1,114.11,1,At-Risk Customers
14583,6,5,986.96,2,Regular Customers
14584,169,4,1033.06,2,Regular Customers
14585,50,1,157.05,1,At-Risk Customers
14586,277,1,237.36,1,At-Risk Customers
14587,19,9,1580.29,0,High-Value Customers
14589,372,1,39.75,1,At-Risk Customers
14591,15,4,1320.21,2,Regular Customers
14592,35,3,557.94,2,Regular Customers
14593,22,3,617.15,2,Regular Customers
14594,7,2,363.33,2,Regular Customers
14595,20,6,1740.6,2,Regular Customers
14597,11,2,866.24,2,Regular Customers
14598,44,1,221.97,1,At-Risk Customers
14600,306,1,393.33000000000004,1,At-Risk Customers
14601,11,1,213.96,2,Regular Customers
14603,275,1,660.0,1,At-Risk Customers
14606,1,93,12076.15,0,High-Value Customers
14607,16,14,16209.5,0,High-Value Customers
14608,4,4,1785.15,2,Regular Customers
14609,72,4,601.56,2,Regular Customers
14616,243,3,406.08000000000004,1,At-Risk Customers
14618,9,3,553.44,2,Regular Customers
14619,246,1,394.44,1,At-Risk Customers
14620,206,2,412.78000000000003,1,At-Risk Customers
14621,1,5,1788.3600000000001,0,High-Value Customers
14622,185,1,320.58000000000004,1,At-Risk Customers
14623,32,5,886.7,2,Regular Customers
14624,57,2,225.85,1,At-Risk Customers
14625,196,2,899.63,1,At-Risk Customers
14626,24,4,2791.27,2,Regular Customers
14628,91,2,671.96,1,At-Risk Customers
14629,4,2,955.26,2,Regular Customers
14631,51,3,1006.98,2,Regular Customers
14632,263,1,114.56,1,At-Risk Customers
14633,266,1,344.90000000000003,1,At-Risk Customers
14636,36,2,609.85,2,Regular Customers
14638,51,1,443.6,1,At-Risk Customers
14639,52,6,2984.49,2,Regular Customers
14640,24,6,2107.38,2,Regular Customers
14641,22,1,110.46,1,At-Risk Customers
14642,59,1,96.12,1,At-Risk Customers
14643,170,2,693.8100000000001,1,At-Risk Customers
14644,68,2,830.76,2,Regular Customers
14645,157,2,597.09,1,At-Risk Customers
14646,2,73,280206.02,0,High-Value Customers
14647,201,1,236.04000000000002,1,At-Risk Customers
14649,5,4,1402.59,2,Regular Customers
14651,67,2,653.75,2,Regular Customers
14652,77,1,114.18,1,At-Risk Customers
14653,1,7,1926.65,0,High-Value Customers
14655,8,4,1932.23,2,Regular Customers
14656,169,2,291.05,1,At-Risk Customers
14657,18,4,848.22,2,Regular Customers
14658,5,2,247.15,2,Regular Customers
14659,9,9,2529.93,0,High-Value Customers
14660,87,2,285.74,1,At-Risk Customers
14661,27,1,107.95,1,At-Risk Customers
14662,29,4,741.37,2,Regular Customers
14664,20,2,636.24,2,Regular Customers
14665,61,5,1835.7,2,Regular Customers
14666,24,1,195.25,1,At-Risk Customers
14667,11,25,9175.04,0,High-Value Customers
14669,242,3,1259.24,1,At-Risk Customers
14670,280,2,392.86,1,At-Risk Customers
14672,235,2,765.55,1,At-Risk Customers
14673,3,5,1736.4,0,High-Value Customers
14675,16,1,596.36,2,Regular Customers
14676,31,6,2548.2400000000002,2,Regular Customers
14680,25,16,28754.11,0,High-Value Customers
14681,71,3,498.95,2,Regular Customers
14682,188,2,52.0,1,At-Risk Customers
14684,26,5,1201.51,2,Regular Customers
14687,107,1,628.38,1,At-Risk Customers
14688,8,21,5579.1,0,High-Value Customers
14689,209,1,112.8,1,At-Risk Customers
14690,44,2,355.05,1,At-Risk Customers
14691,31,5,2114.33,2,Regular Customers
14692,137,4,591.55,2,Regular Customers
14693,265,1,172.9,1,At-Risk Customers
14696,4,7,2078.95,0,High-Value Customers
14697,218,2,188.60999999999999,1,At-Risk Customers
14698,2,5,1217.27,0,High-Value Customers
14699,214,1,109.13000000000001,1,At-Risk Customers
14700,32,3,2195.1,2,Regular Customers
14701,11,9,2526.09,0,High-Value Customers
14702,1,17,3251.79,0,High-Value Customers
14703,15,1,318.17,2,Regular Customers
14704,11,9,1493.96,0,High-Value Customers
14705,199,1,179.0,1,At-Risk Customers
14708,3,3,1126.37,2,Regular Customers
14709,15,13,4921.04,0,High-Value Customers
14710,14,4,599.48,2,Regular Customers
14711,10,11,2839.62,0,High-Value Customers
14712,29,3,917.07,2,Regular Customers
14713,9,11,2662.2,0,High-Value Customers
14714,24,1,160.19,1,At-Risk Customers
14715,25,4,867.38,2,Regular Customers
14716,43,2,307.51,1,At-Risk Customers
14719,2,5,1581.84,0,High-Value Customers
14720,6,3,663.81,2,Regular Customers
14722,147,1,180.42000000000002,1,At-Risk Customers
14723,10,6,1122.3600000000001,2,Regular Customers
14725,25,1,655.58,2,Regular Customers
14727,274,1,268.58,1,At-Risk Customers
14729,374,1,313.49,1,At-Risk Customers
14730,1,8,1897.57,0,High-Value Customers
14731,47,3,380.02,2,Regular Customers
14732,8,8,2702.4900000000002,0,High-Value Customers
14733,16,12,9585.91,0,High-Value Customers
14735,4,32,6065.69,0,High-Value Customers
14737,4,3,1164.55,2,Regular Customers
14738,43,7,1314.45,2,Regular Customers
14739,4,7,3902.28,0,High-Value Customers
14740,197,3,1448.21,2,Regular Customers
14741,12,6,1400.34,2,Regular Customers
14744,16,7,1099.98,2,Regular Customers
14745,113,5,1220.26,2,Regular Customers
14747,249,1,328.2,1,At-Risk Customers
14748,29,5,1415.75,2,Regular Customers
14752,44,1,389.64,1,At-Risk Customers
14753,87,1,563.15,1,At-Risk Customers
14754,45,2,638.05,2,Regular Customers
14755,10,11,5010.28,0,High-Value Customers
14756,15,1,738.96,2,Regular Customers
14757,75,1,420.5,1,At-Risk Customers
14758,145,4,1484.06,2,Regular Customers
14759,5,3,1625.97,2,Regular Customers
14760,297,1,89.2,1,At-Risk Customers
14761,59,2,255.9,1,At-Risk Customers
14762,264,1,300.52,1,At-Risk Customers
14764,47,1,278.3,1,At-Risk Customers
14765,29,3,254.11,2,Regular Customers
14766,8,6,2473.37,0,High-Value Customers
14768,17,2,192.60000000000002,2,Regular Customers
14769,3,8,10416.98,0,High-Value Customers
14770,232,2,876.42,1,At-Risk Customers
14772,112,1,139.26,1,At-Risk Customers
14775,58,3,1011.9,2,Regular Customers
14776,51,11,2538.3,0,High-Value Customers
14778,127,2,730.86,1,At-Risk Customers
14779,281,3,386.15,1,At-Risk Customers
14780,55,2,447.68,1,At-Risk Customers
14782,320,1,200.10000000000002,1,At-Risk Customers
14784,26,2,289.99,2,Regular Customers
14785,10,2,77.4,1,At-Risk Customers
14788,7,2,679.4399999999999,2,Regular Customers
14789,29,1,197.64,1,At-Risk Customers
14790,17,4,745.06,2,Regular Customers
14792,64,1,6.2,1,At-Risk Customers
14793,21,1,228.99,1,At-Risk Customers
14794,3,7,1319.91,0,High-Value Customers
14795,166,1,131.45000000000002,1,At-Risk Customers
14796,1,17,7975.49,0,High-Value Customers
14798,53,3,173.74,1,At-Risk Customers
14799,51,1,157.7,1,At-Risk Customers
14800,48,12,4331.79,0,High-Value Customers
14801,61,1,189.34,1,At-Risk Customers
14803,162,3,845.55,1,At-Risk Customers
14804,9,1,353.27,2,Regular Customers
14805,15,4,546.4,2,Regular Customers
14806,75,1,193.39000000000001,1,At-Risk Customers
14808,40,8,2718.6,0,High-Value Customers
14810,41,11,2085.33,0,High-Value Customers
14813,370,2,152.88,1,At-Risk Customers
14815,37,2,778.5,2,Regular Customers
14816,197,1,271.85,1,At-Risk Customers
14817,200,2,1110.34,1,At-Risk Customers
14818,74,3,657.8,2,Regular Customers
14819,64,2,272.07,1,At-Risk Customers
14820,21,4,507.29,2,Regular Customers
14821,367,1,48.800000000000004,1,At-Risk Customers
14823,180,3,321.43,1,At-Risk Customers
14824,10,4,1127.71,2,Regular Customers
14825,4,12,2221.01,0,High-Value Customers
14828,197,3,2139.76,2,Regular Customers
14829,29,4,697.55,2,Regular Customers
14830,53,1,188.88,1,At-Risk Customers
14834,18,6,1720.3,2,Regular Customers
14836,10,3,102.44999999999999,2,Regular Customers
14837,90,4,1649.5,2,Regular Customers
14840,268,1,62.85,1,At-Risk Customers
14841,53,6,3295.76,2,Regular Customers
14842,44,4,2824.69,2,Regular Customers
14844,64,4,3189.81,2,Regular Customers
14847,149,1,309.4,1,At-Risk Customers
14849,22,25,7930.54,0,High-Value Customers
14850,312,1,325.75,1,At-Risk Customers
14851,23,2,511.35,2,Regular Customers
14852,58,6,2836.69,2,Regular Customers
14853,24,2,475.8,2,Regular Customers
14854,78,7,2740.03,2,Regular Customers
14855,119,2,645.65,1,At-Risk Customers
14856,36,3,1290.53,2,Regular Customers
14857,60,2,1173.12,2,Regular Customers
14859,13,4,1353.74,2,Regular Customers
14860,19,1,170.32,1,At-Risk Customers
14861,52,1,125.79,1,At-Risk Customers
14862,26,2,841.1999999999999,2,Regular Customers
14863,29,1,266.76,1,At-Risk Customers
14865,7,2,52.2,1,At-Risk Customers
14866,11,12,14389.9,0,High-Value Customers
14867,186,3,710.28,1,At-Risk Customers
14868,3,8,2953.59,0,High-Value Customers
14869,9,2,721.45,2,Regular Customers
14870,262,1,327.25,1,At-Risk Customers
14871,3,4,501.28000000000003,2,Regular Customers
14873,210,1,519.68,1,At-Risk Customers
14875,108,2,1465.3200000000002,2,Regular Customers
14878,13,9,1476.09,0,High-Value Customers
14880,77,3,690.59,2,Regular Customers
14881,20,1,255.4,1,At-Risk Customers
14882,27,2,589.7,2,Regular Customers
14883,19,6,761.59,2,Regular Customers
14885,132,1,765.3199999999999,1,At-Risk Customers
14886,253,1,364.8,1,At-Risk Customers
14887,79,1,1862.0,2,Regular Customers
14888,207,1,369.2,1,At-Risk Customers
14889,336,1,135.9,1,At-Risk Customers
14890,254,1,125.65,1,At-Risk Customers
14891,148,2,554.38,1,At-Risk Customers
14893,10,2,1237.8500000000001,2,Regular Customers
14894,85,1,655.75,1,At-Risk Customers
14895,8,20,11138.710000000001,0,High-Value Customers
14896,205,2,468.77000000000004,1,At-Risk Customers
14897,8,4,1366.38,2,Regular Customers
14898,23,6,1269.31,2,Regular Customers
14901,11,9,1421.29,0,High-Value Customers
14902,26,1,332.66,1,At-Risk Customers
14903,21,5,2795.33,2,Regular Customers
14904,2,2,1025.44,2,Regular Customers
14905,158,2,616.15,1,At-Risk Customers
14907,3,7,3501.1,0,High-Value Customers
14908,74,1,277.8,1,At-Risk Customers
14910,3,4,434.35,2,Regular Customers
14911,1,201,143711.17,0,High-Value Customers
14912,17,2,867.85,2,Regular Customers
14913,36,4,1227.43,2,Regular Customers
14915,91,2,307.48,1,At-Risk Customers
14916,71,4,1268.98,2,Regular Customers
14918,116,2,1610.15,2,Regular Customers
14920,213,2,977.77,1,At-Risk Customers
14921,30,2,1316.07,2,Regular Customers
14923,51,1,749.1,1,At-Risk Customers
14924,246,1,310.05,1,At-Risk Customers
14929,32,1,223.88,1,At-Risk Customers
14930,109,3,2362.96,2,Regular Customers
14931,5,5,1257.68,2,Regular Customers
14932,366,1,363.53,1,At-Risk Customers
14934,82,2,1890.94,2,Regular Customers
14935,297,1,1784.71,1,At-Risk Customers
14936,34,8,8137.02,0,High-Value Customers
14937,57,3,1621.88,2,Regular Customers
14944,30,12,5900.25,0,High-Value Customers
14946,14,1,100.9,1,At-Risk Customers
14947,72,2,290.82,1,At-Risk Customers
14948,23,6,1101.97,2,Regular Customers
14950,19,1,371.2,2,Regular Customers
14951,79,1,311.69,1,At-Risk Customers
14952,60,11,8099.49,0,High-Value Customers
14953,25,1,285.67,1,At-Risk Customers
14954,12,1,294.85,2,Regular Customers
14957,253,1,58.49,1,At-Risk Customers
14958,147,3,483.72999999999996,1,At-Risk Customers
14959,64,4,695.42,2,Regular Customers
14960,8,2,221.27,2,Regular Customers
14961,11,9,7044.68,0,High-Value Customers
